Title,Price,Location,Bed,Bath,Area,Badges,Listing Time,Thumbnail
A House Of 4500 Square Feet In Karachi,11.25 Crore,"Gulshan-e-Iqbal - Block 7, Gulshan-e-Iqbal",9.0,6.0,500 Sq. Yd.,['No badges'],Added: 1 week ago,https://images.zameen.com/smap/400/300/24.92754/67.104406/image.jpeg?quality=80&imageformat=jpeg
1000 Square Feet Flat Available In Gulshan-E-Iqbal For Sale,1.2 Crore,"Gulshan-e-Iqbal, Gulshan-e-Iqbal Town",2.0,2.0,111 Sq. Yd.,['No badges'],Added: 1 week ago,https://images.zameen.com/smap/400/300/24.916643/67.096539/image.jpeg?quality=80&imageformat=jpeg
Centrally Located House In Gulshan-E-Iqbal Town Is Available For Sale,10 Crore,"Gulshan-e-Iqbal Town, Karachi",8.0,6.0,500 Sq. Yd.,['No badges'],Added: 1 week ago,https://images.zameen.com/smap/400/300/24.898465/67.0625/image.jpeg?quality=80&imageformat=jpeg
Flat For Sale In Karachi,1.25 Crore,"Gulshan-e-Iqbal - Block 7, Gulshan-e-Iqbal",3.0,3.0,139 Sq. Yd.,['No badges'],Added: 1 week ago,https://images.zameen.com/smap/400/300/24.92754/67.104406/image.jpeg?quality=80&imageformat=jpeg
Residential House For Sale,8 Crore,"KDA Officers Society, Gulshan-e-Iqbal Town",4.0,5.0,245 Sq. Yd.,['No badges'],Added: 1 week ago,https://images.zameen.com/smap/400/300/24.8997/67.0945/image.jpeg?quality=80&imageformat=jpeg
1000 Square Feet Flat For Sale In Salina Square Gulshan-e-iqbal - Block 7 Karachi,1.15 Crore,"Gulshan-e-Iqbal - Block 7, Gulshan-e-Iqbal",2.0,2.0,111 Sq. Yd.,['No badges'],Added: 1 week ago (Updated: 1 week ago),https://images.zameen.com/smap/400/300/24.92754/67.104406/image.jpeg?quality=80&imageformat=jpeg
Flat For Sale Gulshan- E- Iqbal Block 3 Karachi,1 Crore,"Gulshan-e-Iqbal - Block 3, Gulshan-e-Iqbal",4.0,2.0,111 Sq. Yd.,['No badges'],Added: 1 week ago (Updated: 1 week ago),https://images.zameen.com/smap/400/300/24.928318/67.092855/image.jpeg?quality=80&imageformat=jpeg
Saima Heaven Flat For Sale,1.2 Crore,"Gulshan-e-Iqbal - Block 4, Gulshan-e-Iqbal",4.0,2.0,100 Sq. Yd.,['No badges'],Added: 1 week ago (Updated: 1 week ago),https://images.zameen.com/smap/400/300/24.934623/67.099164/image.jpeg?quality=80&imageformat=jpeg
Etawa Society Sector 52 West Open Scheme 33 Karachi,2 Crore,"Etawa Society, Gulshan-e-Iqbal Town",6.0,6.0,200 Sq. Yd.,['No badges'],Added: 1 week ago (Updated: 1 week ago),https://images.zameen.com/smap/400/300/25.005117/67.123375/image.jpeg?quality=80&imageformat=jpeg
1000 Yard Single Storey Demolish Bungalow Available For Sale 60 Sq Ft Road Block 7 Gulshan-e-iqbal,13 Crore,"Gulshan-e-Iqbal Town, Karachi",3.0,3.0,"1,000 Sq. Yd.",['No badges'],Added: 1 week ago,https://images.zameen.com/smap/400/300/24.898465/67.0625/image.jpeg?quality=80&imageformat=jpeg
2 Bed Lounge Brand New For Sale In Shaz Residency,72 Lakh,"Shaz Residency, Gulshan-e-Iqbal Town",2.0,2.0,83 Sq. Yd.,['No badges'],Added: 1 week ago (Updated: 1 week ago),https://images.zameen.com/smap/400/300/24.953908/67.110345/image.jpeg?quality=80&imageformat=jpeg
4 Bed D D Full Furnished Flat,3.7 Crore,"Gulshan-e-Iqbal Town, Karachi",4.0,5.0,244 Sq. Yd.,['No badges'],Added: 1 week ago,https://images.zameen.com/smap/400/300/24.898465/67.0625/image.jpeg?quality=80&imageformat=jpeg
Flat For Sale 3 Bed Dd*code (4481)*,79 Lakh,"Gulshan-e-Iqbal - Block 2, Gulshan-e-Iqbal",3.0,3.0,122 Sq. Yd.,['No badges'],Added: 1 week ago (Updated: 1 week ago),https://images.zameen.com/smap/400/300/24.924038/67.087233/image.jpeg?quality=80&imageformat=jpeg
Reserve A House Of 3600 Square Feet Now In Gulshan-E-Iqbal - Block 6,8.1 Crore,"Gulshan-e-Iqbal - Block 6, Gulshan-e-Iqbal",7.0,6.0,400 Sq. Yd.,['No badges'],Added: 1 week ago (Updated: 1 week ago),https://images.zameen.com/smap/400/300/24.923765/67.09852/image.jpeg?quality=80&imageformat=jpeg
Ideally Located House For Sale In Gulshan-E-Iqbal - Block 6 Available,3.4 Crore,"Gulshan-e-Iqbal - Block 6, Gulshan-e-Iqbal",4.0,4.0,120 Sq. Yd.,['No badges'],Added: 1 week ago (Updated: 6 days ago),https://images.zameen.com/smap/400/300/24.923765/67.09852/image.jpeg?quality=80&imageformat=jpeg
185 Sq Yds Double Storey Bungalow Available For Sale.,3 Crore,"Gulshan-e-Iqbal - Block 13/D-3, Gulshan-e-Iqbal",5.0,6.0,185 Sq. Yd.,['No badges'],Added: 2 weeks ago (Updated: 1 week ago),https://images.zameen.com/smap/400/300/24.907509/67.070374/image.jpeg?quality=80&imageformat=jpeg
1000 Sq Yds Double Storey Luxurious Bungalow Available For Sale In Al Hamra Society,35 Crore,"Al Hamra Society, Gulshan-e-Iqbal Town",9.0,6.0,"1,000 Sq. Yd.",['No badges'],Added: 2 weeks ago,https://images.zameen.com/smap/400/300/24.874134/67.079988/image.jpeg?quality=80&imageformat=jpeg
Ideally Located House For Sale In Gulshan-E-Iqbal - Block 4 Available,11.5 Crore,"Gulshan-e-Iqbal - Block 4, Gulshan-e-Iqbal",5.0,4.0,600 Sq. Yd.,['No badges'],Added: 2 weeks ago (Updated: 1 week ago),https://images.zameen.com/smap/400/300/24.934623/67.099164/image.jpeg?quality=80&imageformat=jpeg
Pent House In Bahadurabad,3 Crore,"Bahadurabad, Gulshan-e-Iqbal Town",,,275 Sq. Yd.,['No badges'],Added: 2 weeks ago,https://images.zameen.com/smap/400/300/24.882174/67.067306/image.jpeg?quality=80&imageformat=jpeg
Flat For Sale In Bahadurabad Jamaluddin Afghani Road,2 Crore,"Bahadurabad, Gulshan-e-Iqbal Town",2.0,2.0,106 Sq. Yd.,['No badges'],Added: 2 weeks ago,https://images.zameen.com/smap/400/300/24.882174/67.067306/image.jpeg?quality=80&imageformat=jpeg
Penthouse Ideal Location For Sale,5.5 Crore,"Sharfabad, Gulshan-e-Iqbal Town",,,444 Sq. Yd.,['No badges'],Added: 2 weeks ago,https://images.zameen.com/smap/400/300/24.884062/67.066083/image.jpeg?quality=80&imageformat=jpeg
240 Sq Yd Old Construction House For Sale In Block-1,4.3 Crore,"Gulshan-e-Iqbal - Block 1, Gulshan-e-Iqbal",6.0,6.0,240 Sq. Yd.,['No badges'],Added: 2 weeks ago,https://images.zameen.com/smap/400/300/24.920535/67.08312/image.jpeg?quality=80&imageformat=jpeg
Crescent Complex Flat For Salel Gulshan E Iqbal Block 11,75 Lakh,"Gulshan-e-Iqbal - Block 11, Gulshan-e-Iqbal",2.0,2.0,83 Sq. Yd.,['No badges'],Added: 2 weeks ago (Updated: 2 weeks ago),https://media.zameen.com/thumbnails/202662900-400x300.webp
400 Sqyd Bungalows For Sale,15 Crore,"Bahadurabad, Gulshan-e-Iqbal Town",5.0,7.0,400 Sq. Yd.,['Verified badge'],Added: 2 weeks ago (Updated: 2 weeks ago),https://images.zameen.com/smap/400/300/24.8822/67.0673/image.jpeg?quality=80&imageformat=jpeg
240 Square Yard First Floor 5 Years Old West Open,2.55 Crore,"Gulshan-e-Iqbal - Block 5, Gulshan-e-Iqbal",3.0,3.0,240 Sq. Yd.,['No badges'],Added: 2 weeks ago,https://images.zameen.com/smap/400/300/24.9195/67.0898/image.jpeg?quality=80&imageformat=jpeg
240 Square Yard Ground Floor Brand New Outclass Work,2.9 Crore,"Gulshan-e-Iqbal - Block 13/D-1, Gulshan-e-Iqbal",4.0,4.0,240 Sq. Yd.,['No badges'],Added: 2 weeks ago,https://images.zameen.com/smap/400/300/24.91567/67.083628/image.jpeg?quality=80&imageformat=jpeg
Second Floor Brand New Outclass Work With Roof,3.1 Crore,"Gulshan-e-Iqbal - Block 13/D-1, Gulshan-e-Iqbal",4.0,4.0,240 Sq. Yd.,['No badges'],Added: 2 weeks ago,https://images.zameen.com/smap/400/300/24.91567/67.083628/image.jpeg?quality=80&imageformat=jpeg
House For Block 7 Gulshan E Iqbal,10 Crore,"Gulshan-e-Iqbal - Block 7, Gulshan-e-Iqbal",10.0,6.0,500 Sq. Yd.,['Trusted badge'],Added: 2 weeks ago (Updated: 2 weeks ago),https://images.zameen.com/smap/400/300/24.92754/67.104406/image.jpeg?quality=80&imageformat=jpeg
240 Sq Yard House Available For Sale Gulshan E Iqbal Block 1,4.5 Crore,"Gulshan-e-Iqbal - Block 1, Gulshan-e-Iqbal",3.0,3.0,240 Sq. Yd.,['No badges'],Added: 2 weeks ago (Updated: 2 weeks ago),https://media.zameen.com/thumbnails/201535368-400x300.webp
240 Square Yard Double Storey Old House Well Maintain,5.25 Crore,"Gulshan-e-Iqbal - Block 13/D, Gulshan-e-Iqbal",5.0,5.0,240 Sq. Yd.,['No badges'],Added: 2 weeks ago,https://images.zameen.com/smap/400/300/24.9175/67.0874/image.jpeg?quality=80&imageformat=jpeg
Prime Location 800 Square Feet Flat For Sale Available In Gulshan-e-iqbal Town,1.1 Crore,"Gulshan-e-Iqbal - Block 2, Gulshan-e-Iqbal",3.0,3.0,89 Sq. Yd.,['No badges'],Added: 2 weeks ago (Updated: 2 weeks ago),https://images.zameen.com/smap/400/300/24.924038/67.087233/image.jpeg?quality=80&imageformat=jpeg
Single Storey House For Sale In Gulshan E Iqbal Block 5,5.75 Crore,"Gulshan-e-Iqbal - Block 5, Gulshan-e-Iqbal",3.0,3.0,500 Sq. Yd.,['No badges'],Added: 2 weeks ago (Updated: 2 weeks ago),https://media.zameen.com/thumbnails/201335961-400x300.webp
House For Sale In Gulshan E Iqbal Block 6,3.3 Crore,"Gulshan-e-Iqbal - Block 6, Gulshan-e-Iqbal",6.0,6.0,120 Sq. Yd.,['No badges'],Added: 2 weeks ago (Updated: 2 weeks ago),https://images.zameen.com/smap/400/300/24.923765/67.09852/image.jpeg?quality=80&imageformat=jpeg
Flat Available In Gulshan Iqbal,1.4 Crore,"Gulshan-e-Iqbal - Block 10-A, Gulshan-e-Iqbal",3.0,4.0,159 Sq. Yd.,['No badges'],Added: 2 weeks ago,https://images.zameen.com/smap/400/300/24.9117/67.098/image.jpeg?quality=80&imageformat=jpeg
Sadaf Co Operative Housing Society 240 Sq. Yard Double Storey Lease House Ground Floor Furnished Proper 2 Bed Dd With Attached Bath First Floor Structure Available For Sale,2.6 Crore,"Sadaf Cooperative Housing Society, Gulshan-e-Iqbal Town",4.0,4.0,240 Sq. Yd.,['No badges'],Added: 2 weeks ago (Updated: 2 weeks ago),https://images.zameen.com/smap/400/300/24.9595/67.1106/image.jpeg?quality=80&imageformat=jpeg
Al Ghafoor Pride Apartment,50 Lakh,"Gulshan-e-Iqbal - Block 12, Gulshan-e-Iqbal",2.0,2.0,83 Sq. Yd.,['No badges'],Added: 2 weeks ago (Updated: 2 weeks ago),https://media.zameen.com/thumbnails/201056963-400x300.webp
NAJMA SQUARE GULSHAN BLOCK 13B,1.3 Crore,"Gulshan-e-Iqbal - Block 13/B, Gulshan-e-Iqbal",2.0,2.0,117 Sq. Yd.,['No badges'],Added: 2 weeks ago (Updated: 2 weeks ago),https://media.zameen.com/thumbnails/201055663-400x300.webp
Prime Location Villa For Sale,13 Crore,"Dawood Society, Gulshan-e-Iqbal Town",5.0,6.0,525 Sq. Yd.,['Trusted badge'],Added: 2 weeks ago,https://images.zameen.com/smap/400/300/24.887798309326/67.069343566895/image.jpeg?quality=80&imageformat=jpeg
Most Prime Location Near Bait Ul Mukarram,22 Crore,"Gulshan-e-Iqbal - Block 8, Gulshan-e-Iqbal",6.0,6.0,"1,000 Sq. Yd.",['No badges'],Added: 2 weeks ago,https://images.zameen.com/smap/400/300/24.90628/67.086254/image.jpeg?quality=80&imageformat=jpeg
3rd Floor Available For Sale,4 Crore,"Bahadurabad, Gulshan-e-Iqbal Town",4.0,4.0,261 Sq. Yd.,['No badges'],Added: 3 weeks ago,https://images.zameen.com/smap/400/300/24.882174/67.067306/image.jpeg?quality=80&imageformat=jpeg
A Prime Location 2700 Square Feet Lower Portion Is Up For Grabs In Gulshan-e-Iqbal Town,3.5 Crore,"Gulshan-e-Iqbal, Gulshan-e-Iqbal Town",,,300 Sq. Yd.,['No badges'],Added: 3 weeks ago,https://images.zameen.com/smap/400/300/24.916643/67.096539/image.jpeg?quality=80&imageformat=jpeg
1200 Square Feet Flat In Stunning Gulshan-E-Iqbal - Block 13/D Is Available For Sale,1.2 Crore,"Gulshan-e-Iqbal - Block 13/D, Gulshan-e-Iqbal",3.0,3.0,133 Sq. Yd.,['No badges'],Added: 3 weeks ago (Updated: 2 weeks ago),https://images.zameen.com/smap/400/300/24.91746/67.087412/image.jpeg?quality=80&imageformat=jpeg
3 bed dd Flat For Sale,2.25 Crore,"Gulshan-e-Iqbal - Block 13/C, Gulshan-e-Iqbal",3.0,3.0,200 Sq. Yd.,['No badges'],Added: 3 weeks ago (Updated: 3 weeks ago),https://images.zameen.com/smap/400/300/24.911691/67.086039/image.jpeg?quality=80&imageformat=jpeg
3bed Dd Flat,1.5 Crore,"Gulshan-e-Iqbal - Block 16, Gulshan-e-Iqbal",3.0,2.0,144 Sq. Yd.,['No badges'],Added: 3 weeks ago,https://images.zameen.com/smap/400/300/24.903565/67.081525/image.jpeg?quality=80&imageformat=jpeg
Get In Touch Now To Buy A House In Gulshan-E-Iqbal - Block 13/C Karachi,6.25 Crore,"Gulshan-e-Iqbal - Block 13/C, Gulshan-e-Iqbal",6.0,6.0,240 Sq. Yd.,['No badges'],Added: 3 weeks ago,https://images.zameen.com/smap/400/300/24.911691/67.086039/image.jpeg?quality=80&imageformat=jpeg
Corner 500 Sq Yard Bungalow For Sale,15 Crore,"Delhi Mercantile Society, Gulshan-e-Iqbal Town",5.0,5.0,500 Sq. Yd.,['No badges'],Added: 3 weeks ago (Updated: 3 weeks ago),https://images.zameen.com/smap/400/300/24.87821211/67.07055666/image.jpeg?quality=80&imageformat=jpeg
3 Bed Dd Flat For Sale,2.5 Crore,"Gulshan-e-Iqbal - Block 13/C, Gulshan-e-Iqbal",3.0,3.0,200 Sq. Yd.,['No badges'],Added: 3 weeks ago,https://images.zameen.com/smap/400/300/24.911691/67.086039/image.jpeg?quality=80&imageformat=jpeg
3 Bed Dd Flat For Sale,2.5 Crore,"Gulshan-e-Iqbal - Block 13/C, Gulshan-e-Iqbal",3.0,3.0,200 Sq. Yd.,['No badges'],Added: 3 weeks ago,https://images.zameen.com/smap/400/300/24.911691/67.086039/image.jpeg?quality=80&imageformat=jpeg
"Ideal 2520 Square Feet House Has Landed On Market In Sadaf Cooperative Housing Society, Karachi",3.1 Crore,"Sadaf Cooperative Housing Society, Gulshan-e-Iqbal Town",10.0,6.0,280 Sq. Yd.,['No badges'],Added: 3 weeks ago (Updated: 3 weeks ago),https://images.zameen.com/smap/400/300/24.959478/67.110586/image.jpeg?quality=80&imageformat=jpeg
Ready To Sale A House 1080 Square Feet In Gulshan-e-iqbal - Block 6 Karachi,3.5 Crore,"Gulshan-e-Iqbal - Block 6, Gulshan-e-Iqbal",6.0,6.0,120 Sq. Yd.,['No badges'],Added: 3 weeks ago (Updated: 3 weeks ago),https://images.zameen.com/smap/400/300/24.923765/67.09852/image.jpeg?quality=80&imageformat=jpeg
Upper Portion Is Available For Sale,1.9 Crore,"Gulshan-e-Iqbal - Block 1, Gulshan-e-Iqbal",3.0,3.0,240 Sq. Yd.,['No badges'],Added: 3 weeks ago (Updated: 3 weeks ago),https://images.zameen.com/smap/400/300/24.920535/67.08312/image.jpeg?quality=80&imageformat=jpeg
House Is Available For Sale,2.75 Crore,"Gulshan-e-Iqbal - Block 13/G, Gulshan-e-Iqbal",6.0,6.0,90 Sq. Yd.,['No badges'],Added: 3 weeks ago (Updated: 3 weeks ago),https://images.zameen.com/smap/400/300/24.913481/67.079344/image.jpeg?quality=80&imageformat=jpeg
Gulshan-E-Iqbal - Block 12 Flat Sized 700 Square Feet For Sale,52 Lakh,"Gulshan-e-Iqbal - Block 12, Gulshan-e-Iqbal",2.0,2.0,78 Sq. Yd.,['No badges'],Added: 3 weeks ago,https://images.zameen.com/smap/400/300/24.902922/67.068711/image.jpeg?quality=80&imageformat=jpeg
3 Bed Dd Flat,80 Lakh,"Gulshan-e-Iqbal - Block 13/D-3, Gulshan-e-Iqbal",3.0,3.0,122 Sq. Yd.,['Verified badge'],Added: 3 weeks ago,https://images.zameen.com/smap/400/300/24.907509/67.070374/image.jpeg?quality=80&imageformat=jpeg
3 Bed Dd Flat,80 Lakh,"Gulshan-e-Iqbal - Block 13/D-3, Gulshan-e-Iqbal",3.0,3.0,122 Sq. Yd.,['No badges'],Added: 3 weeks ago,https://images.zameen.com/smap/400/300/24.907509/67.070374/image.jpeg?quality=80&imageformat=jpeg
3bed Dd Flat,2.2 Crore,"Gulshan-e-Iqbal - Block 16, Gulshan-e-Iqbal",3.0,3.0,178 Sq. Yd.,['No badges'],Added: 3 weeks ago,https://images.zameen.com/smap/400/300/24.903565/67.081525/image.jpeg?quality=80&imageformat=jpeg
Independent House For Sale,3.5 Crore,"Gulshan-e-Iqbal - Block 13/D-2, Gulshan-e-Iqbal",3.0,3.0,200 Sq. Yd.,['No badges'],Added: 3 weeks ago,https://images.zameen.com/smap/400/300/24.908308/67.07207/image.jpeg?quality=80&imageformat=jpeg
2 Bed Dd Flat For Sale,1.1 Crore,"Gulshan-e-Iqbal - Block 13/D-1, Gulshan-e-Iqbal",2.0,2.0,111 Sq. Yd.,['No badges'],Added: 3 weeks ago,https://images.zameen.com/smap/400/300/24.91567/67.083628/image.jpeg?quality=80&imageformat=jpeg
Old But Maintain House For Sale,16 Crore,"Adamjee Nagar, Gulshan-e-Iqbal Town",6.0,6.0,500 Sq. Yd.,['No badges'],Added: 4 weeks ago,https://images.zameen.com/smap/400/300/24.879546/67.084229/image.jpeg?quality=80&imageformat=jpeg
Best 4 Living Purpose Or Peace Fulli Area,5.4 Crore,"Mohammad Ali Society, Gulshan-e-Iqbal Town",,,320 Sq. Yd.,['No badges'],Added: 4 weeks ago (Updated: 4 weeks ago),https://images.zameen.com/smap/400/300/24.877949/67.087927/image.jpeg?quality=80&imageformat=jpeg
Triple Storey House For Sale Near To Kamran Market And Able For Residence,4.5 Crore,"Gulshan-e-Iqbal - Block 1, Gulshan-e-Iqbal",8.0,6.0,240 Sq. Yd.,['No badges'],Added: 4 weeks ago (Updated: 4 weeks ago),https://images.zameen.com/smap/400/300/24.920535/67.08312/image.jpeg?quality=80&imageformat=jpeg
Old Bungalow For Sale,16.5 Crore,"Adamjee Nagar, Gulshan-e-Iqbal Town",,,500 Sq. Yd.,['No badges'],Added: 4 weeks ago,https://images.zameen.com/smap/400/300/24.879546/67.084229/image.jpeg?quality=80&imageformat=jpeg
Penthouse For Sale,1.6 Crore,"Dhoraji Colony, Gulshan-e-Iqbal Town",3.0,3.0,222 Sq. Yd.,['No badges'],Added: 4 weeks ago,https://images.zameen.com/smap/400/300/24.88776/67.076926/image.jpeg?quality=80&imageformat=jpeg
900 Square Feet Flat For sale In Gulshan-e-Iqbal - Block 13/D-1 Karachi,1.1 Crore,"Gulshan-e-Iqbal - Block 13/D-1, Gulshan-e-Iqbal",2.0,2.0,100 Sq. Yd.,['No badges'],Added: 1 month ago,https://images.zameen.com/smap/400/300/24.91567/67.083628/image.jpeg?quality=80&imageformat=jpeg
House For Sale,4.5 Crore,"Gulshan-e-Iqbal - Block 1, Gulshan-e-Iqbal",,,240 Sq. Yd.,['No badges'],Added: 1 month ago (Updated: 1 month ago),https://images.zameen.com/smap/400/300/24.920535/67.08312/image.jpeg?quality=80&imageformat=jpeg
Upper Portion Is Available For Sale In Gulshann-e-iqbal Block 1,1.95 Crore,"Gulshan-e-Iqbal - Block 1, Gulshan-e-Iqbal",3.0,3.0,240 Sq. Yd.,['No badges'],Added: 1 month ago (Updated: 1 month ago),https://images.zameen.com/smap/400/300/24.920535/67.08312/image.jpeg?quality=80&imageformat=jpeg
Portion Available For Sale,3 Crore,"Gulshan-e-Iqbal - Block 3, Gulshan-e-Iqbal",3.0,3.0,240 Sq. Yd.,['No badges'],Added: 2 months ago (Updated: 3 weeks ago),https://images.zameen.com/smap/400/300/24.928318/67.092855/image.jpeg?quality=80&imageformat=jpeg
Brand New House Available For Sale,21 Crore,"Mohammad Ali Society, Gulshan-e-Iqbal Town",7.0,7.0,475 Sq. Yd.,['No badges'],Added: 2 months ago,https://images.zameen.com/smap/400/300/24.877949/67.087927/image.jpeg?quality=80&imageformat=jpeg
Brand New House Available For Sale,21 Crore,"Mohammad Ali Society, Gulshan-e-Iqbal Town",7.0,7.0,475 Sq. Yd.,['No badges'],Added: 2 months ago,https://images.zameen.com/smap/400/300/24.877949/67.087927/image.jpeg?quality=80&imageformat=jpeg
Ground+1 Full Renovated House In Gulshan Iqbal Block 11,6.7 Crore,"Gulshan-e-Iqbal - Block 11, Gulshan-e-Iqbal",4.0,4.0,200 Sq. Yd.,['No badges'],Added: 2 months ago (Updated: 1 week ago),https://images.zameen.com/smap/400/300/24.9142/67.1082/image.jpeg?quality=80&imageformat=jpeg
Ideally Located Penthouse Of 120 Square Yards Is Available For sale In Karachi,60 Lakh,"Gulshan-e-Iqbal - Block 4A, Gulshan-e-Iqbal",3.0,3.0,120 Sq. Yd.,['No badges'],Added: 2 months ago,https://images.zameen.com/smap/400/300/24.939604/67.095909/image.jpeg?quality=80&imageformat=jpeg
Flat In Gulshan-e-iqbal Block. 10a,90 Lakh,"Gulshan-e-Iqbal - Block 10-A, Gulshan-e-Iqbal",3.0,3.0,156 Sq. Yd.,['No badges'],Added: 2 months ago (Updated: 2 weeks ago),https://images.zameen.com/smap/400/300/24.9117/67.098/image.jpeg?quality=80&imageformat=jpeg
250 Square Yards Upper Portion In Gulshan-e-Iqbal - Block 11 For sale,2.3 Crore,"Gulshan-e-Iqbal - Block 11, Gulshan-e-Iqbal",,,250 Sq. Yd.,['No badges'],Added: 2 months ago (Updated: 2 months ago),https://images.zameen.com/smap/400/300/24.914152/67.108169/image.jpeg?quality=80&imageformat=jpeg
Ready To Buy A Upper Portion 240 Square Yards In Gulshan-e-Iqbal - Block 11,2.3 Crore,"Gulshan-e-Iqbal - Block 11, Gulshan-e-Iqbal",,,240 Sq. Yd.,['No badges'],Added: 2 months ago (Updated: 2 months ago),https://images.zameen.com/smap/400/300/24.914152/67.108169/image.jpeg?quality=80&imageformat=jpeg
Your Dream 1050 Square Feet Flat Is Available In Gulshan-e-Iqbal - Block 13/B,1.25 Crore,"Gulshan-e-Iqbal - Block 13/B, Gulshan-e-Iqbal",2.0,2.0,117 Sq. Yd.,['No badges'],Added: 2 months ago (Updated: 2 months ago),https://images.zameen.com/smap/400/300/24.908304/67.080631/image.jpeg?quality=80&imageformat=jpeg
1000 Sqy Single (demolished) House,12.8 Crore,"Gulshan-e-Iqbal - Block 7, Gulshan-e-Iqbal",4.0,4.0,"1,000 Sq. Yd.",['No badges'],Added: 3 months ago,https://images.zameen.com/smap/400/300/24.92754/67.104406/image.jpeg?quality=80&imageformat=jpeg
275 Square Yards Lower Portion For Sale In Gulshan E Iqbal Block 3,3 Crore,"Gulshan-e-Iqbal - Block 3, Gulshan-e-Iqbal",3.0,4.0,275 Sq. Yd.,['No badges'],Added: 3 months ago,https://images.zameen.com/smap/400/300/24.928318/67.092855/image.jpeg?quality=80&imageformat=jpeg
275 Square Yards Lower Portion For Sale In Gulshan E Iqbal,2.9 Crore,"Gulshan-e-Iqbal Town, Karachi",3.0,4.0,275 Sq. Yd.,['No badges'],Added: 3 months ago,https://images.zameen.com/smap/400/300/24.898465/67.0625/image.jpeg?quality=80&imageformat=jpeg
A Perfect Flat Awaits You In Bahadurabad Karachi,2.75 Crore,"Bahadurabad, Gulshan-e-Iqbal Town",4.0,4.0,189 Sq. Yd.,['No badges'],Added: 5 months ago,https://images.zameen.com/smap/400/300/24.882174/67.067306/image.jpeg?quality=80&imageformat=jpeg
3 Bed Drawing Dinning Flat With All Facilities,2.75 Crore,"Sharfabad, Gulshan-e-Iqbal Town",4.0,4.0,189 Sq. Yd.,['No badges'],Added: 5 months ago,https://images.zameen.com/smap/400/300/24.884062/67.066083/image.jpeg?quality=80&imageformat=jpeg
Bab E Rehmat Ground Floor Flat Is Available For Sale,1.65 Crore,"Gulshan-e-Iqbal - Block 13/B, Gulshan-e-Iqbal",3.0,3.0,178 Sq. Yd.,['Verified badge'],Added: 4 months ago,https://media.zameen.com/thumbnails/162422392-400x300.webp
3 Bed Dd Executive Flat Available For Sale In Gulshan Iqbal,1.7 Crore,"Gulshan-e-Iqbal - Block 13/B, Gulshan-e-Iqbal",3.0,3.0,189 Sq. Yd.,['No badges'],Added: 4 months ago (Updated: 2 months ago),https://media.zameen.com/thumbnails/162422374-400x300.webp
3 Bed Dd Flat Available For Sale In Gulshan E Iqbal,1.4 Crore,"Gulshan-e-Iqbal - Block 13/C, Gulshan-e-Iqbal",3.0,3.0,156 Sq. Yd.,['No badges'],Added: 4 months ago (Updated: 2 months ago),https://media.zameen.com/thumbnails/164267415-400x300.webp
"West open, 1st Floor Portion Available For sale",2.25 Crore,"Gulshan-e-Iqbal - Block 13/A, Gulshan-e-Iqbal",3.0,3.0,240 Sq. Yd.,['No badges'],Added: 6 months ago (Updated: 6 months ago),https://media.zameen.com/thumbnails/178597671-400x300.webp
Flat With Roof Is Available For Sale,3.25 Crore,"Dhoraji Colony, Gulshan-e-Iqbal Town",3.0,3.0,183 Sq. Yd.,['No badges'],Added: 3 months ago (Updated: 4 weeks ago),https://media.zameen.com/thumbnails/179591718-400x300.webp
900 Sq. Yards Old Bungalow For Sale,27 Crore,"Bahadurabad, Gulshan-e-Iqbal Town",,,900 Sq. Yd.,['Verified badge'],Added: 5 months ago (Updated: 4 months ago),https://media.zameen.com/thumbnails/169250597-400x300.webp
Flat Of 1800 Square Feet Is Available For sale,2.1 Crore,"Gulshan-e-Iqbal - Block 11, Gulshan-e-Iqbal",4.0,4.0,200 Sq. Yd.,['No badges'],Added: 2 months ago,https://images.zameen.com/smap/400/300/24.914152/67.108169/image.jpeg?quality=80&imageformat=jpeg
You Can Find A Gorgeous House For sale In Gulshan-e-Iqbal - Block 1,6.5 Crore,"Gulshan-e-Iqbal - Block 1, Gulshan-e-Iqbal",7.0,8.0,400 Sq. Yd.,['No badges'],Added: 4 months ago (Updated: 4 months ago),https://images.zameen.com/smap/400/300/24.920535/67.08312/image.jpeg?quality=80&imageformat=jpeg
Get In Touch Now To Buy A 750 Square Feet Flat In Gulshan-e-Iqbal Town Gulshan-e-Iqbal Town,75 Lakh,"Gulshan-e-Iqbal Town, Karachi",2.0,2.0,83 Sq. Yd.,['No badges'],Added: 5 months ago (Updated: 5 months ago),https://images.zameen.com/smap/400/300/24.898465/67.0625/image.jpeg?quality=80&imageformat=jpeg
Highly-Coveted 1080 Square Feet House Is Available In Post Office Society For Sale,1.6 Crore,"Post Office Society, Gulshan-e-Iqbal Town",5.0,6.0,120 Sq. Yd.,['No badges'],Added: 5 months ago (Updated: 5 months ago),https://media.zameen.com/thumbnails/179901171-400x300.webp
1100 Square Feet Flat Available For Sale In Gulshan-E-Iqbal Town,1.25 Crore,"Gulshan-e-Iqbal Town, Karachi",2.0,2.0,122 Sq. Yd.,['No badges'],Added: 5 months ago (Updated: 5 months ago),https://media.zameen.com/thumbnails/179687309-400x300.webp
